epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,9823.69,0.45416,0.80763,0.47116,0.9736,0.60442,0.57088,0.5897,0.52147,0.59184,0.55758,0.554,0.45865,0.69776,2.34161,1.29953,1.02488,0.0007715,0.0007715,0.0007715
118,9910.65,0.46199,0.81303,0.47149,0.97336,0.5921,0.58966,0.5715,0.51794,0.58138,0.56948,0.54712,0.4532,0.63537,2.31987,1.35355,0.95701,0.000767375,0.000767375,0.000767375
119,9996.19,0.45411,0.79288,0.46824,0.96239,0.61907,0.56684,0.59609,0.52826,0.59882,0.55313,0.55669,0.47439,0.7506,2.28797,1.19234,1.11391,0.00076325,0.00076325,0.00076325
120,10081.8,0.45731,0.78821,0.47325,0.96749,0.58873,0.58691,0.58894,0.52791,0.57022,0.56205,0.54921,0.45541,0.63076,2.5666,1.24178,0.93503,0.000759125,0.000759125,0.000759125
121,10167.7,0.46257,0.75849,0.49682,0.97164,0.60704,0.60333,0.5814,0.52178,0.59253,0.58633,0.5551,0.46316,0.57283,2.56124,1.13499,0.87394,0.000755,0.000755,0.000755
122,10253.8,0.46663,0.77144,0.47741,0.96831,0.62926,0.55365,0.59526,0.50959,0.60899,0.53911,0.55655,0.45227,0.65431,2.44005,1.277,1.00605,0.000750875,0.000750875,0.000750875
123,10339.5,0.45798,0.7782,0.4875,0.97011,0.61655,0.5586,0.5822,0.50589,0.60354,0.54541,0.55133,0.45214,0.67358,2.41438,1.15075,1.01793,0.00074675,0.00074675,0.00074675
124,10425.4,0.45662,0.76608,0.4767,0.96277,0.59049,0.58691,0.56776,0.49712,0.56689,0.56048,0.54267,0.45742,0.6375,2.36382,1.29082,0.98878,0.000742625,0.000742625,0.000742625
125,10516.7,0.45441,0.76624,0.4696,0.96797,0.5892,0.60698,0.59893,0.5267,0.57284,0.58651,0.56778,0.47647,0.58228,2.28159,1.2255,0.92866,0.0007385,0.0007385,0.0007385
126,10605.1,0.46095,0.81321,0.50077,0.97704,0.612,0.59004,0.61033,0.54858,0.58696,0.56361,0.57883,0.49819,0.55383,2.43416,1.12558,0.8586,0.000734375,0.000734375,0.000734375
127,10693,0.45509,0.80742,0.4719,0.97222,0.59496,0.57819,0.59591,0.50672,0.56456,0.55761,0.53032,0.45543,0.62889,2.49482,1.21172,0.93121,0.00073025,0.00073025,0.00073025
128,10780.3,0.4584,0.777,0.47272,0.97034,0.63776,0.54706,0.60454,0.53275,0.56381,0.5426,0.54061,0.47396,0.59487,2.37969,1.24078,0.92298,0.000726125,0.000726125,0.000726125
129,10868.6,0.45133,0.75417,0.45053,0.9696,0.62938,0.56687,0.60428,0.53481,0.59137,0.52587,0.55085,0.46912,0.58904,2.27488,1.26648,0.92056,0.000722,0.000722,0.000722
130,10958.4,0.44777,0.69181,0.45108,0.96358,0.62207,0.57687,0.58861,0.51332,0.5783,0.53593,0.53054,0.44959,0.67972,2.47263,1.25913,1.0285,0.000717875,0.000717875,0.000717875
131,11048.2,0.4503,0.74851,0.4641,0.9561,0.63552,0.55688,0.60471,0.53008,0.60003,0.52593,0.56098,0.47582,0.71103,2.59438,1.22772,1.06104,0.00071375,0.00071375,0.00071375
132,11125,0.44375,0.71573,0.45667,0.96685,0.59996,0.59128,0.57843,0.50463,0.57973,0.55267,0.52821,0.44835,0.66603,2.42617,1.32909,1.01534,0.000709625,0.000709625,0.000709625
133,11200.3,0.45381,0.73154,0.45769,0.97137,0.5785,0.61033,0.59016,0.52871,0.58491,0.55106,0.54883,0.47083,0.65312,2.46086,1.37825,1.00803,0.0007055,0.0007055,0.0007055
134,11275.9,0.44647,0.76572,0.45562,0.9632,0.60834,0.59336,0.6062,0.54233,0.59786,0.54738,0.56632,0.49156,0.61089,2.29111,1.18469,0.96404,0.000701375,0.000701375,0.000701375
135,11360.9,0.44709,0.72978,0.45374,0.96261,0.61269,0.57195,0.60921,0.53984,0.58608,0.55484,0.56933,0.49033,0.63055,2.53986,1.16122,0.98785,0.00069725,0.00069725,0.00069725
136,11448.5,0.44517,0.71311,0.45259,0.97266,0.61444,0.56766,0.59309,0.52439,0.59139,0.54128,0.55609,0.46858,0.62929,2.64576,1.24756,0.97249,0.000693125,0.000693125,0.000693125
137,11535.6,0.43908,0.72483,0.46028,0.96278,0.62057,0.54087,0.58047,0.52913,0.59136,0.52994,0.54519,0.47372,0.60897,2.40312,1.24685,0.92986,0.000689,0.000689,0.000689
138,11621.7,0.43874,0.69952,0.45176,0.962,0.58848,0.59763,0.57579,0.5088,0.56475,0.575,0.53774,0.46752,0.68282,2.64994,1.29865,1.03436,0.000684875,0.000684875,0.000684875
139,11708.8,0.43957,0.70871,0.45165,0.96854,0.60774,0.55942,0.58222,0.51528,0.60208,0.54592,0.55325,0.46435,0.60304,2.56021,1.25151,0.92988,0.00068075,0.00068075,0.00068075
140,11796.3,0.44309,0.71625,0.4509,0.96048,0.59933,0.58569,0.58323,0.52039,0.58043,0.57276,0.55273,0.47973,0.61825,2.56346,1.16894,0.94258,0.000676625,0.000676625,0.000676625
141,11883.9,0.42675,0.68798,0.43451,0.95146,0.61405,0.57366,0.59073,0.52032,0.58963,0.57883,0.5616,0.47516,0.60263,2.60801,1.1589,0.92112,0.0006725,0.0006725,0.0006725
142,11969.2,0.43859,0.71848,0.4441,0.96618,0.61664,0.60615,0.61068,0.53149,0.58991,0.5746,0.55982,0.48361,0.6023,2.56837,1.20445,0.9165,0.000668375,0.000668375,0.000668375
143,12061.9,0.43883,0.74477,0.44424,0.97082,0.63327,0.57159,0.60285,0.53957,0.61089,0.55935,0.56756,0.48916,0.60129,2.60882,1.31865,0.93723,0.00066425,0.00066425,0.00066425
144,12170.9,0.43288,0.71346,0.44608,0.96357,0.61359,0.5911,0.57645,0.51215,0.59167,0.5683,0.54454,0.47036,0.62053,2.49576,1.24701,0.97353,0.000660125,0.000660125,0.000660125
145,12268.5,0.42086,0.73917,0.42524,0.95054,0.58758,0.60753,0.59112,0.52422,0.55,0.55964,0.53329,0.45737,0.66176,2.54503,1.30995,1.02099,0.000656,0.000656,0.000656
146,12364.1,0.43601,0.71033,0.44706,0.96116,0.6039,0.59734,0.59696,0.5285,0.57802,0.56448,0.54327,0.45174,0.59685,2.47538,1.16605,0.92701,0.000651875,0.000651875,0.000651875
147,12462.6,0.42354,0.68782,0.43995,0.95405,0.60979,0.59381,0.58694,0.5255,0.5892,0.56386,0.54167,0.4597,0.5896,2.51784,1.22494,0.91266,0.00064775,0.00064775,0.00064775
148,12560.4,0.43356,0.71157,0.4422,0.95373,0.5827,0.61968,0.58197,0.51836,0.54855,0.59004,0.52816,0.44191,0.64126,2.60294,1.35431,0.99312,0.000643625,0.000643625,0.000643625
149,12653.3,0.42324,0.7259,0.43608,0.9492,0.60466,0.59166,0.59539,0.53965,0.56932,0.55765,0.53752,0.46149,0.58098,2.24439,1.16403,0.92384,0.0006395,0.0006395,0.0006395
150,12755.9,0.42112,0.69712,0.43248,0.95173,0.63234,0.57871,0.59288,0.53424,0.58555,0.54105,0.53464,0.47277,0.58018,2.40755,1.24066,0.93152,0.000635375,0.000635375,0.000635375
151,12868.6,0.41142,0.68496,0.41821,0.94395,0.6483,0.55873,0.59818,0.54799,0.622,0.54586,0.56679,0.48176,0.56424,2.43074,1.11002,0.87529,0.00063125,0.00063125,0.00063125
152,12978.8,0.41253,0.67194,0.43271,0.94594,0.63851,0.5455,0.57867,0.51129,0.60951,0.53023,0.54004,0.46923,0.658,2.36668,1.24759,1.00555,0.000627125,0.000627125,0.000627125
153,13065.6,0.40615,0.67296,0.4171,0.9333,0.58733,0.5775,0.57637,0.5096,0.59089,0.53168,0.53336,0.44795,0.6216,2.73421,1.16552,0.98126,0.000623,0.000623,0.000623
154,13139.8,0.41568,0.66499,0.41947,0.94842,0.61567,0.56992,0.59608,0.5394,0.59881,0.55378,0.56715,0.48704,0.62387,2.55018,1.1259,0.97544,0.000618875,0.000618875,0.000618875
155,13213.2,0.41195,0.6697,0.42186,0.95477,0.56816,0.5875,0.5904,0.53523,0.56014,0.56952,0.55389,0.46901,0.59532,2.34404,1.3108,0.95371,0.00061475,0.00061475,0.00061475
156,13302.9,0.4062,0.68318,0.41843,0.9432,0.59273,0.60346,0.59339,0.51967,0.58321,0.58876,0.55634,0.45262,0.62685,2.42991,1.34397,0.99788,0.000610625,0.000610625,0.000610625
157,13397.1,0.40511,0.70681,0.41185,0.93966,0.60498,0.58691,0.57844,0.51463,0.57366,0.5548,0.51637,0.4538,0.59173,2.40424,1.37515,0.93236,0.0006065,0.0006065,0.0006065
158,13489.6,0.40782,0.71092,0.41689,0.94335,0.58375,0.58072,0.59039,0.52494,0.56743,0.55263,0.54767,0.47312,0.6554,2.46942,1.3703,1.01292,0.000602375,0.000602375,0.000602375
159,13583,0.41467,0.68299,0.41461,0.94764,0.62522,0.54406,0.58643,0.52613,0.56849,0.56651,0.5475,0.47157,0.63232,2.45073,1.13745,0.94909,0.00059825,0.00059825,0.00059825
160,13671.4,0.41038,0.68426,0.40808,0.93723,0.63681,0.55566,0.58901,0.53009,0.60507,0.54264,0.55286,0.47271,0.61103,2.50186,1.1995,0.93922,0.000594125,0.000594125,0.000594125
161,13760.8,0.41447,0.67381,0.42095,0.93831,0.6378,0.5687,0.58118,0.51602,0.58999,0.53979,0.53103,0.45922,0.67158,2.5384,1.29434,1.02526,0.00059,0.00059,0.00059
162,13850.2,0.41209,0.69436,0.41781,0.94722,0.61067,0.57966,0.58512,0.52052,0.58154,0.55045,0.53484,0.46141,0.64622,2.64922,1.37265,0.98038,0.000585875,0.000585875,0.000585875
163,13945.2,0.41623,0.67872,0.44801,0.94369,0.61957,0.5624,0.56775,0.50576,0.59751,0.53801,0.53194,0.45993,0.67707,2.3788,1.23993,1.01649,0.00058175,0.00058175,0.00058175
164,14040.5,0.40368,0.6672,0.40754,0.93648,0.60539,0.59304,0.6038,0.52139,0.57414,0.55467,0.5347,0.44407,0.67868,2.7004,1.3182,1.00773,0.000577625,0.000577625,0.000577625
165,14133.4,0.40557,0.69507,0.41324,0.93784,0.60042,0.58678,0.59513,0.52818,0.58698,0.57015,0.5524,0.46022,0.61906,2.44537,1.12338,0.93404,0.0005735,0.0005735,0.0005735
166,14225.3,0.3947,0.65054,0.39629,0.92888,0.61734,0.57957,0.60861,0.54835,0.59722,0.54272,0.56234,0.48188,0.58554,2.34696,1.18222,0.89058,0.000569375,0.000569375,0.000569375
167,14314,0.40338,0.6411,0.39593,0.93423,0.5985,0.58099,0.59997,0.53845,0.57615,0.55343,0.55254,0.46103,0.63759,2.29712,1.33279,0.9725,0.00056525,0.00056525,0.00056525
168,14407.4,0.40133,0.65062,0.40583,0.9429,0.60597,0.60104,0.60744,0.54015,0.5716,0.56702,0.54767,0.46852,0.64687,2.35974,1.30746,0.97413,0.000561125,0.000561125,0.000561125
169,14502,0.40237,0.63354,0.40526,0.93667,0.60846,0.59621,0.58276,0.52426,0.58148,0.56616,0.55144,0.46736,0.60189,2.67649,1.24721,0.93251,0.000557,0.000557,0.000557
170,14586.8,0.41611,0.67228,0.42245,0.9438,0.59387,0.57625,0.57806,0.52133,0.57879,0.55997,0.54634,0.46073,0.57532,2.54684,1.2139,0.89566,0.000552875,0.000552875,0.000552875
171,14664.6,0.39113,0.66902,0.39704,0.9312,0.59792,0.58328,0.55222,0.50243,0.57456,0.56048,0.5193,0.44359,0.57539,2.68146,1.30479,0.91848,0.00054875,0.00054875,0.00054875
172,14743.1,0.3979,0.65382,0.40388,0.9326,0.60346,0.58081,0.56703,0.50579,0.58137,0.55817,0.52107,0.4523,0.61177,2.80505,1.29393,0.94529,0.000544625,0.000544625,0.000544625
173,14818.8,0.39702,0.63255,0.39519,0.93193,0.57889,0.60155,0.57856,0.51305,0.58487,0.56048,0.53802,0.45748,0.63334,2.50536,1.28078,0.99776,0.0005405,0.0005405,0.0005405
174,14894.8,0.3855,0.65169,0.39092,0.93493,0.59575,0.57851,0.55624,0.49447,0.5786,0.55783,0.5232,0.45311,0.62443,2.72035,1.35967,0.9878,0.000536375,0.000536375,0.000536375
175,14968.4,0.391,0.63419,0.39582,0.93366,0.59913,0.5744,0.59301,0.52908,0.56406,0.57224,0.55222,0.47822,0.57133,2.5088,1.22567,0.91648,0.00053225,0.00053225,0.00053225
176,15042.4,0.38513,0.65844,0.38857,0.93434,0.6009,0.58555,0.5935,0.53519,0.57504,0.5602,0.54494,0.47013,0.56933,2.62976,1.17325,0.91051,0.000528125,0.000528125,0.000528125
